Order_ID,Product_ID,Quantity,Unit_Price,Discount,Line_Total
8388,58,4,19339.73,14.95,77343.97
15742,430,4,40682.91,8.56,162723.08
7268,421,5,16712.74,16.84,83546.86
18168,184,2,38058.48,7.74,76109.22
19548,340,2,44530.03,12.21,89047.85
17040,11,4,24232.53,10.2,96919.92
873,321,2,33597.19,9.39,67184.99
8649,154,3,3725.39,15.41,11160.76
6188,485,2,5749.26,3.42,11495.1
14897,123,1,8144.73,19.73,8125
8317,205,2,44656.63,13.14,89300.12
14886,177,4,13880.02,8.05,55512.03
52,288,5,4122.58,5.28,20607.62
4297,60,3,22422.03,0.51,67265.58
3880,129,5,11658.98,3.82,58291.08
9131,488,3,3077.9,6.79,9226.91
5518,155,3,10439.42,10.29,31307.97
7422,402,2,9215.14,18.85,18411.43
19802,304,5,15364.28,1.99,76819.41
7311,28,4,31003.12,15.89,123996.59
13648,448,1,10047.03,14.77,10032.26
2507,110,2,8092.67,11.17,16174.17
16680,287,4,18050.37,15.07,72186.41
7775,445,2,9055.11,7.91,18102.31
17392,396,4,7807.84,1.11,31230.25
14436,278,2,24051,15,48087
1509,337,2,24538.81,5.92,49071.7
6290,404,4,36586.54,8.97,146337.19
17790,78,5,43396.05,14.58,216965.67
7223,260,3,564.01,16.35,1675.68
185,374,3,30161.62,4.92,90479.94
1980,78,5,41811.07,15.61,209039.74
10713,370,3,13289.26,1.04,39866.74
5740,304,1,13643.27,12.67,13630.6
5317,90,3,8914.5,2.19,26741.31
6685,279,1,37195.6,5.55,37190.05
12925,287,2,17560.24,6.51,35113.97
7869,373,1,26043.14,6.45,26036.69
14984,110,1,2104.96,8.69,2096.27
8862,478,3,8407.84,9.9,25213.62
6738,186,1,25052.35,0.11,25052.24
12471,410,2,6232.85,18.69,12447.01
9062,401,2,29463.11,10.16,58916.06
10491,246,4,2972.89,7.76,11883.8
7329,250,3,7194.33,7.64,21575.35
19129,335,3,2782.41,19.24,8327.99
9592,97,2,11734.43,0.64,23468.22
10954,263,3,13366.83,16.26,40084.23
2431,354,5,45617.91,3.44,228086.11
12956,463,3,10758.59,13.59,32262.18
19324,183,2,24635.94,1.83,49270.05
7211,239,3,43122.23,5.53,129361.16
7388,43,4,26857.27,10.31,107418.77
15173,380,5,32671.89,0.76,163358.69
457,103,3,8501.82,10.34,25495.12
1332,441,5,16342.28,17.45,81693.95
11011,94,1,26660.7,5.95,26654.75
14996,110,2,13228.49,18.54,26438.44
5283,239,2,49572.19,11.65,99132.73
6108,199,5,7006.51,13.64,35018.91
13330,125,1,46682.84,13.98,46668.86
1005,384,1,6198.98,12.56,6186.42
18891,238,3,22343.78,10.43,67020.91
18738,279,5,12610.88,19.84,63034.56
7334,198,1,4561.9,6.71,4555.19
15975,180,1,1072,16.49,1055.51
14042,455,4,45031.58,9.67,180116.65
4491,343,2,39248.52,0.84,78496.2
3057,441,5,24873.78,19.33,124349.57
5985,227,4,47033.18,15.9,188116.82
18214,153,4,33674.15,10.36,134686.24
11484,402,4,34480.56,19.59,137902.65
12628,58,3,27725.51,10.57,83165.96
11943,241,4,28264.85,19.18,113040.22
6315,251,5,16656.17,11.91,83268.94
15421,411,3,4015.52,14.22,12032.34
9217,237,1,3006.56,3.52,3003.04
6249,137,4,46356.07,4.25,185420.03
15389,153,4,19894.46,1.5,79576.34
5804,305,2,3118.23,8.17,6228.29
9934,181,1,5804.08,17.49,5786.59
18738,55,2,12274.49,12,24536.98
11249,196,1,36955.74,8.17,36947.57
16827,447,4,19034.72,0.12,76138.76
12749,453,2,44380.4,16.71,88744.09
6644,251,3,31911.81,18.24,95717.19
11211,370,5,713.98,9.75,3560.15
19536,60,4,46492.49,9.57,185960.39
7338,232,1,28785.22,12.79,28772.43
10983,208,2,12472.41,17.65,24927.17
17133,200,1,35126,15.22,35110.78
6934,84,5,6124.69,3.29,30620.16
10550,187,2,33027.44,19.61,66035.27
7684,86,3,16582.31,19.4,49727.53
8722,334,5,13939.59,12.76,69685.19
11518,499,1,10655.82,12.81,10643.01
796,40,1,24400.99,1.1,24399.89
10027,164,3,23710.22,7.02,71123.64
18554,207,5,27481.35,1.41,137405.34
3567,55,4,32972.17,9.16,131879.52
4316,28,1,12890.89,14.17,12876.72
17468,317,2,31821.76,0.56,63642.96
5290,266,5,23098.23,0.57,115490.58
14296,289,1,40213.1,2.43,40210.67
2009,162,4,36062.7,19.73,144231.07
4872,469,4,10484.97,19.78,41920.1
2464,51,4,46375.7,18.09,185484.71
15996,116,5,35113.93,19.51,175550.14
6463,493,1,35927.07,17.9,35909.17
18962,322,3,30548.48,1.51,91643.93
1671,401,1,25736.91,17.69,25719.22
19974,199,1,41601,0.7,41600.3
11527,69,5,43971.98,1.59,219858.31
13922,137,1,43962.31,8.42,43953.89
1313,329,5,47926.4,8.47,239623.53
13372,417,5,37907.09,6.18,189529.27
2096,131,3,14970.99,11.33,44901.64
15965,497,4,7864.03,13.66,31442.46
19341,102,4,43771.76,8.62,175078.42
9472,137,4,47240.71,15.26,188947.58
19930,296,3,26017.07,7.68,78043.53
15765,267,2,10565.49,12.65,21118.33
12137,48,2,19154.78,0.87,38308.69
11682,14,5,46025.75,1.72,230127.03
10523,138,2,13818.6,11.17,27626.03
12158,5,5,42752.39,12.62,213749.33
19429,334,4,8329.46,15.34,33302.5
4815,251,2,42497.29,12.87,84981.71
1367,406,5,28324.48,6.98,141615.42
19525,75,4,16684.91,4.23,66735.41
15421,460,2,4537.47,11.97,9062.97
3411,333,3,30158.23,17.2,90457.49
12911,437,2,38452.74,16.1,76889.38
14198,8,1,13562.12,9.95,13552.17
11616,123,5,17259.09,1.21,86294.24
18319,224,3,30142.73,17.34,90410.85
12090,401,3,14651.19,7.73,43945.84
10767,165,3,23702.8,15.28,71093.12
15265,424,3,41945.93,10.01,125827.78
2348,18,3,13010.83,3.75,39028.74
16162,250,5,31419.46,12.55,157084.75
9142,292,5,8334.14,4.41,41666.29
14598,293,2,2564.84,16.98,5112.7
17759,277,3,19793.24,18.54,59361.18
11278,371,4,26746,4.01,106979.99
5277,60,2,8561.85,6.35,17117.35
5349,496,2,22761.98,4.74,45519.22
7795,409,1,3193.57,15.23,3178.34
3584,301,5,45540.1,19.02,227681.48
1424,121,5,6443.32,4.91,32211.69
19262,388,3,14910.4,17.41,44713.79
15340,312,1,2486.85,0.27,2486.58
3730,266,1,19082.79,19.33,19063.46
14030,249,2,3552.85,4.49,7101.21
11273,13,1,4566.07,13.24,4552.83
3802,247,1,9257.96,4.7,9253.26
16839,164,5,23173.82,15.21,115853.89
17744,366,1,44393.89,4.57,44389.32
18357,95,2,38954.97,7.93,77902.01
18672,114,5,39774.52,12.52,198860.08
11754,98,5,1619.63,12.19,8085.96
1282,373,5,5853.42,11.45,29255.65
188,25,5,13016.63,13.32,65069.83
6722,429,2,3422.12,18.17,6826.07
1257,219,3,43796.26,13.85,131374.93
5458,419,1,25530.68,5.62,25525.06
19572,201,1,7836.49,5.01,7831.48
10395,439,5,43368.96,10.83,216833.97
3216,442,5,11565.39,17.82,57809.13
16713,66,2,5036.93,16.88,10056.98
579,41,2,45566.62,8.44,91124.8
3601,232,3,12302.93,0.4,36908.39
15268,406,2,22166.12,13.62,44318.62
5479,158,4,11090.85,4.49,44358.91
15566,15,1,498.1,2.97,495.13
10211,285,4,34629.79,19.88,138499.28
5801,405,2,41510.8,11.57,83010.03
16911,419,4,39601.67,10.01,158396.67
7076,277,4,44060.05,2.36,176237.84
6260,304,5,7956.19,5.35,39775.6
11698,291,5,16187.78,10.01,80928.89
10549,389,5,13855.66,7.32,69270.98
7560,442,1,5912.65,18.63,5894.02
6961,456,3,10922.89,7.54,32761.13
13832,256,5,24138.82,11.64,120682.46
2060,92,3,49351.52,2.33,148052.23
1840,400,4,39394.85,14.58,157564.82
19177,23,5,48624.28,17.08,243104.32
1706,170,3,25764.39,14.33,77278.84
1257,143,3,9746.39,14.71,29224.46
19019,202,5,33887.82,18.55,169420.55
19304,409,5,39368.61,4.74,196838.31
13587,400,3,26949.34,18.57,80829.45
18636,440,3,8434.96,3.25,25301.63
3451,269,5,37398.71,1.63,186991.92
1484,165,5,36961.69,6.62,184801.83
15976,236,5,21641.59,6.24,108201.71
13240,238,3,5389.88,2.4,16167.24
774,146,2,26014.44,7.35,52021.53
2519,135,4,18592.49,6.97,74362.99
8707,498,4,30870.43,3.69,123478.03
16892,104,4,23294.42,12.56,93165.12
431,28,4,49436.44,1.25,197744.51
2790,70,1,7206.13,13.91,7192.22
16621,434,1,12182.38,18.22,12164.16
13649,85,5,2286.19,7.39,11423.56
7414,420,2,14494.11,0.95,28987.27
15215,405,3,21319.32,1.05,63956.91
3578,130,3,9714.48,12.12,29131.32
19027,365,2,27928.86,3.97,55853.75
6922,151,2,7951.28,8.09,15894.47
3266,272,5,18481.96,9.1,92400.7
19810,385,2,7425.73,19.14,14832.32
117,394,5,26628.72,5.36,133138.24
7128,167,4,15856.89,19.71,63407.85
17150,185,3,13697.25,0.9,41090.85
14228,186,1,15671.16,16.22,15654.94
17372,218,3,46292.22,6.3,138870.36
10018,296,4,17126.3,18.41,68486.79
9526,469,3,39423.25,4.5,118265.25
19955,380,5,20492.58,5.86,102457.04
16288,49,4,8721.06,0.23,34884.01
3233,396,2,13234.52,14.08,26454.96
10166,58,2,44546.15,5.65,89086.65
1835,163,3,14704.88,1.94,44112.7
13875,464,4,24211.6,7.29,96839.11
4245,195,5,24487.55,9.18,122428.57
14457,165,3,16489.83,7.98,49461.51
2362,259,1,49213.18,6.51,49206.67
15376,369,2,39038.22,16.3,78060.14
8227,13,3,17312.54,1.94,51935.68
19248,142,2,20792.61,14.61,41570.61
6198,160,4,32858.25,3.25,131429.75
7410,169,2,34495.42,5.73,68985.11
18439,355,4,49063.57,16.92,196237.36
17112,189,4,11117.8,13.87,44457.33
13097,146,4,43842.8,11.64,175359.56
3829,37,2,33143.66,14.46,66272.86
712,316,2,10797.42,10.35,21584.49
12856,457,4,3476.01,19.96,13884.08
15573,65,3,45176.82,3.16,135527.3
3251,282,2,2919.01,8.34,5829.68
3582,394,3,10923.32,11.74,32758.22
19380,406,2,35476.51,11.07,70941.95
19910,137,2,34025.57,15.79,68035.35
9037,185,5,34585.07,19.02,172906.33
17067,473,3,29354.13,1.83,88060.56
19841,166,3,34871.95,10.7,104605.15
5035,183,4,48700.16,0.99,194799.65
8015,240,1,31807.04,4.1,31802.94
19440,388,1,48940.96,15.28,48925.68
7514,74,4,8786.32,5.29,35139.99
14196,10,5,33067.65,11.7,165326.55
6901,499,4,45484.85,7.95,181931.45
13775,95,4,9739.78,9.79,38949.33
5791,114,1,26813.36,5.37,26807.99
8045,237,2,16720.29,0.17,33440.41
14258,361,5,935.78,5.81,4673.09
12804,212,3,48082.93,15.16,144233.63
3150,174,5,46200.27,6.77,230994.58
12016,90,5,47308.54,15.79,236526.91
6862,449,3,6788.5,4.07,20361.43
10605,3,1,19988.72,11.22,19977.5
18645,460,4,30514.73,14.32,122044.6
8589,285,2,38932.73,11.04,77854.42
5270,232,5,42918.9,1.83,214592.67
17453,335,1,6239.1,7.28,6231.82
2732,10,4,48745.28,19.04,194962.08
5903,229,4,7905.4,18.07,31603.53
12803,154,1,22677,1.02,22675.98
11160,224,5,12691.65,19.97,63438.28
12487,467,4,34976.31,4.28,139900.96
6029,454,5,3172.29,3.26,15858.19
18587,22,2,44042.71,4.27,88081.15
7547,474,5,44190.95,11.5,220943.25
17296,186,2,25755.11,6.36,51503.86
10796,42,3,11543.47,2.82,34627.59
3063,461,3,45811.27,15.07,137418.74
10953,226,1,37398.81,11.02,37387.79
13214,268,4,14413.66,2.33,57652.31
6607,487,3,22346.36,10.64,67028.44
6734,34,2,21923.01,9.2,43836.82
16049,27,4,9040.55,2.83,36159.37
19563,228,4,2038.66,13.38,8141.26
15265,92,2,37484.34,18.72,74949.96
17927,411,2,39003.77,3.68,78003.86
14596,73,5,7205.37,12.76,36014.09
15987,162,2,41794.76,6.92,83582.6
16623,17,4,6152.83,19.08,24592.24
17804,330,1,29228.96,15.61,29213.35
2230,48,3,43990.04,5.95,131964.17
19994,71,1,25545.94,3.69,25542.25
5469,153,1,960.84,13.64,947.2
7452,36,4,30166.58,16.22,120650.1
936,389,4,29729.9,19.54,118900.06
14570,366,4,25871.06,6.07,103478.17
7507,398,1,17709.67,1.38,17708.29
11807,239,3,20548.63,6.03,61639.86
5337,267,5,23092.06,7.41,115452.89
15223,282,3,19875.28,15.61,59610.23
1005,406,3,5049.68,15.27,15133.77
14383,162,5,2705.01,0.69,13524.36
8264,296,3,6162.8,0.66,18487.74
5919,254,4,7805.87,18.04,31205.44
18671,26,1,44865.87,5.17,44860.7
16240,308,5,10692.07,18.84,53441.51
3146,73,2,36872.72,14.16,73731.28
18162,84,2,16943,16.01,33869.99
10332,400,4,10053.13,6.78,40205.74
15334,330,3,40624.14,15.26,121857.16
8351,213,1,8088.85,11.64,8077.21
19008,299,4,17415.24,17.01,69643.95
14903,254,4,4805.43,9.89,19211.83
18362,65,3,7754.34,10.27,23252.75
586,167,4,13604.88,7.43,54412.09
18342,491,5,15223.06,14,76101.3
14090,41,1,42606.13,16.55,42589.58
15626,117,5,2613,6.78,13058.22
7539,117,3,10333.37,0.36,30999.75
3767,355,5,42743.9,7.18,213712.32
11409,304,5,37622.9,4.93,188109.57
16167,308,1,20838.15,11.47,20826.68
11940,289,5,31600.75,17.67,157986.08
15543,313,3,23555.19,1.4,70664.17
9301,342,3,125.03,1.07,374.02
8038,36,4,28585.04,1.33,114338.83
15042,375,5,14447.94,1.74,72237.96
19332,239,5,13947.8,2.28,69736.72
7820,65,1,13624.69,19.34,13605.35
11744,210,4,2854.31,2.62,11414.62
316,20,4,15717.33,19.1,62850.22
3080,418,1,38371.9,19.33,38352.57
8711,105,3,11025.55,18.55,33058.1
18458,181,2,19902.23,14.84,39789.62
14609,162,3,10008.11,8.93,30015.4
15559,130,3,8684.49,9.7,26043.77
13608,383,1,22721.26,6.03,22715.23
16995,15,2,6016,13.37,12018.63
15182,153,3,2418.16,6.91,7247.57
14739,363,4,6603.75,6.88,26408.12
9467,298,5,2283.34,2.52,11414.18
3659,434,4,9445.26,9.15,37771.89
657,428,2,9297.31,14.68,18579.94
347,318,5,12692.25,10.13,63451.12
12789,184,4,45013.5,4.77,180049.23
17703,427,3,14925.06,11.13,44764.05
6918,453,3,18538.05,13.9,55600.25
19156,221,5,30982.2,7.85,154903.15
455,11,4,24190.49,5.63,96756.33
14068,318,2,40331.68,11.84,80651.52
18311,29,5,28732.61,2.67,143660.38
1844,29,2,14568.75,0.3,29137.2
15059,215,2,5940.59,3.53,11877.65
17666,173,1,13328.43,2.76,13325.67
1423,156,1,26779.45,10.07,26769.38
18260,207,1,38628.39,1.88,38626.51
19884,104,3,21417.71,18.97,64234.16
2483,228,1,13015.19,11.93,13003.26
19265,187,2,8585.81,15.48,17156.14
18437,301,3,23987.49,3.27,71959.2
8959,460,4,19792.52,3.68,79166.4
19510,166,5,39547.13,12.91,197722.74
17927,244,4,16215.8,8.67,64854.53
5629,430,2,7974.9,6.92,15942.88
5110,208,3,14748.76,2.85,44243.43
4235,73,4,7340.02,12.9,29347.18
6965,250,3,11561.89,8.15,34677.52
13828,384,2,6342.27,5.7,12678.84
10499,373,5,36936.87,16.15,184668.2
6949,444,4,2599.23,3.11,10393.81
14958,492,1,21584.95,11.13,21573.82
9832,13,2,17125.06,16.76,34233.36
1728,338,4,38395.89,11.62,153571.94
5564,399,3,41464.27,19.27,124373.54
13012,373,4,26332.43,16.92,105312.8
13613,479,2,39642.11,19.8,79264.42
17650,457,5,21455.01,11.4,107263.65
9945,479,4,3718.33,16.41,14856.91
17589,290,5,4167.51,1.02,20836.53
114,115,4,7894.85,17.11,31562.29
4926,332,1,7639.13,4.97,7634.16
12254,454,3,10489.02,8.84,31458.22
998,315,3,27465.39,19.02,82377.15
4547,191,3,26207.43,4.02,78618.27
7356,422,2,13690.47,7.78,27373.16
1744,488,3,19682,6.82,59039.18
2893,259,2,47264.93,4.45,94525.41
7485,419,2,36665.59,10.41,73320.77
17983,337,1,27098.53,0.97,27097.56
8795,444,1,18811.42,6.13,18805.29
8572,46,4,47579.65,12.82,190305.78
468,118,5,17440.51,3.22,87199.33
18921,99,4,20086.22,7.06,80337.82
9810,25,1,33378.15,17.22,33360.93
11053,468,1,45033.48,3.86,45029.62
17294,255,3,29218.53,19.26,87636.33
4330,342,1,15502.93,1.26,15501.67
1204,101,1,8200.09,7.87,8192.22
9817,66,2,38740.52,7.07,77473.97
5119,140,4,33472.46,18.51,133871.33
2476,438,3,42065.17,10.85,126184.66
1403,210,5,3769.81,12.9,18836.15
14838,48,1,6264.89,6,6258.89
3021,334,2,6077.98,0.11,12155.85
12703,389,3,23760.86,13.57,71269.01
18704,233,2,25703.23,15.82,51390.64
2149,114,5,35405.17,10.71,177015.14
2824,122,1,9876.89,19.94,9856.95
9664,203,4,10642.22,14.96,42553.92
19363,1,2,2903.02,11.64,5794.4
6296,320,3,26744.81,2.92,80231.51
6776,441,4,18260.31,13.26,73027.98
19560,331,4,20825.89,2.78,83300.78
14977,17,3,6406.27,2.41,19216.4
12064,497,2,3858.84,18.81,7698.87
4823,385,1,13796.39,2.11,13794.28
9253,489,4,44243.55,11.12,176963.08
8012,313,5,34138.26,6.96,170684.34
15413,230,1,40302.81,14.43,40288.38
16395,491,3,17328.1,7.16,51977.14
14601,222,1,17696.23,7.22,17689.01
10777,425,3,1415.04,18.68,4226.44
10338,202,1,40427.33,5.06,40422.27
10301,234,2,10843.28,9.6,21676.96
2507,446,5,3108.21,10,15531.05
9884,402,5,16636.66,15.18,83168.12
12924,232,2,9406.91,0.48,18813.34
13863,91,2,32822.75,6.37,65639.13
15029,143,1,7351.15,7.99,7343.16
2962,24,5,10306.86,18.99,51515.31
8299,25,1,28097.24,1.07,28096.17
10649,379,5,46777.72,13.75,233874.85
25,437,3,6801.24,15.69,20388.03
