Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
3534,124,2025-07-13,Wrong item delivered,17798.13,Completed
191,389,2026-04-25,Wrong item delivered,5405.76,Completed
4236,282,2025-07-01,Damaged product,17647.44,Approved
16924,403,2025-06-09,Quality issue,22353.61,Approved
5923,382,2026-02-08,Product not as described,14338.27,Completed
13891,101,2025-06-03,Wrong item delivered,13918.76,Completed
2779,315,2024-11-11,Late delivery,8813.34,Approved
4189,12,2024-09-11,Changed mind,18234.26,Completed
10794,357,2025-03-04,Product not as described,6110.27,Requested
13815,298,2026-03-05,Wrong item delivered,1932.55,Approved
4609,313,2025-11-03,Quality issue,7633.54,Completed
19713,175,2026-04-11,Defective item,3618.01,Approved
11177,162,2025-02-01,Changed mind,16876.88,Completed
9970,241,2026-05-14,Damaged product,6314.16,Completed
17617,83,2025-07-03,Wrong item delivered,2018.53,Completed
17469,34,2024-11-29,Quality issue,19949.18,Completed
7471,68,2025-07-25,Size mismatch,9353.26,Rejected
19495,46,2024-08-15,Quality issue,1131.41,Completed
348,490,2024-10-15,Late delivery,655.22,Completed
16692,393,2025-08-04,Damaged product,2104.43,Approved
1612,93,2025-03-03,Size mismatch,2784.3,Rejected
18139,23,2025-06-11,Wrong item delivered,12899.37,Completed
1880,2,2025-08-18,Size mismatch,23005,Approved
8146,97,2025-04-24,Late delivery,5376.1,Completed
3606,339,2025-03-21,Damaged product,4420.88,Rejected
14475,406,2025-01-30,Quality issue,21555.27,Completed
334,67,2024-09-14,Wrong item delivered,2304.72,Completed
2000,412,2024-09-18,Product not as described,11652.83,Completed
10759,368,2026-05-09,Late delivery,9791.99,Requested
10699,391,2025-04-20,Damaged product,13319.36,Approved
11257,398,2025-10-19,Size mismatch,503.67,Completed
13620,172,2025-04-05,Defective item,23497.65,Completed
17134,299,2025-10-15,Quality issue,9461.96,Requested
5805,112,2025-10-03,Damaged product,23057.75,Completed
8350,306,2024-10-04,Size mismatch,16163.21,Completed
1986,59,2026-01-23,Product not as described,15604.05,Approved
5930,342,2025-12-01,Damaged product,595.13,Completed
10,88,2025-07-08,Size mismatch,2529.56,Rejected
14187,111,2025-07-17,Size mismatch,4702.53,Approved
3889,471,2026-06-08,Product not as described,889.14,Completed
12005,43,2025-07-04,Changed mind,24130.77,Completed
5744,322,2025-02-15,Wrong item delivered,22205.73,Completed
17594,371,2024-12-16,Size mismatch,20650.74,Completed
5939,482,2025-09-16,Quality issue,22802.02,Approved
13758,447,2025-12-29,Product not as described,6941.01,Completed
14802,135,2025-06-16,Size mismatch,24661.35,Approved
12278,300,2024-09-25,Changed mind,4366.6,Completed
2786,76,2024-12-10,Damaged product,19859.26,Approved
15092,56,2024-07-17,Damaged product,16403.38,Completed
19334,409,2025-02-07,Late delivery,12595.29,Rejected
2517,385,2026-06-10,Late delivery,23323.16,Approved
3609,419,2024-08-24,Late delivery,6848.45,Completed
10433,199,2026-03-24,Size mismatch,2085.34,Approved
11684,278,2025-11-15,Size mismatch,7881.82,Requested
5748,351,2026-01-01,Damaged product,3936.22,Requested
18176,21,2025-02-24,Quality issue,3643.51,Completed
9826,485,2025-05-13,Late delivery,5657.56,Completed
1094,370,2026-06-29,Late delivery,12875.86,Completed
14570,7,2025-04-15,Late delivery,19910.2,Completed
12900,390,2025-07-21,Size mismatch,12518.09,Completed
7546,281,2025-12-21,Quality issue,1429.92,Approved
2454,468,2025-03-08,Defective item,4185.54,Requested
13214,98,2026-01-13,Product not as described,20692.97,Completed
18650,24,2025-01-12,Wrong item delivered,845.63,Completed
18569,407,2024-10-07,Damaged product,3188.74,Completed
2218,72,2026-02-18,Product not as described,20139.16,Approved
19361,111,2024-10-27,Changed mind,13241.13,Approved
12885,79,2025-02-27,Late delivery,1077.66,Approved
16151,278,2024-08-28,Late delivery,3566.7,Rejected
3415,477,2025-01-13,Wrong item delivered,2021.93,Completed
13968,364,2024-11-04,Changed mind,20521.13,Completed
16496,171,2025-11-14,Changed mind,19688.47,Completed
14502,82,2026-07-07,Wrong item delivered,12781.88,Requested
14711,38,2024-08-08,Late delivery,14722.07,Completed
9722,34,2025-05-25,Product not as described,9647.51,Completed
16254,146,2024-09-22,Quality issue,18053.45,Approved
15677,23,2024-11-18,Quality issue,14739.83,Completed
8760,180,2025-09-25,Size mismatch,23068.88,Completed
1757,87,2026-03-31,Size mismatch,24863.07,Completed
13740,231,2024-12-30,Late delivery,3201.96,Approved
7695,201,2025-12-24,Size mismatch,1445.99,Approved
19486,389,2026-05-03,Late delivery,22475.46,Completed
8674,134,2025-09-28,Late delivery,13611.48,Completed
13758,388,2025-04-22,Quality issue,17376.79,Completed
18769,191,2024-11-10,Defective item,14136.65,Completed
19117,293,2025-07-05,Wrong item delivered,20586.12,Completed
7013,178,2025-09-15,Wrong item delivered,2174.48,Completed
789,82,2024-12-12,Defective item,11008.68,Completed
19509,340,2026-06-15,Product not as described,20517.94,Completed
16433,119,2025-01-02,Late delivery,2951.56,Completed
19161,251,2025-12-11,Wrong item delivered,417.94,Approved
267,209,2025-03-12,Late delivery,17551.15,Rejected
5956,73,2026-04-11,Late delivery,13950.88,Approved
7420,350,2024-12-03,Changed mind,12201.37,Completed
19536,230,2024-10-08,Defective item,11119.2,Rejected
12808,242,2025-04-22,Size mismatch,18471.01,Requested
13201,423,2026-01-30,Size mismatch,13113.81,Completed
15096,324,2025-06-05,Changed mind,10370.24,Completed
16303,465,2026-07-09,Size mismatch,17863.63,Completed
3271,394,2025-04-23,Size mismatch,1711.37,Completed
16123,150,2024-07-28,Damaged product,16665.62,Completed
3228,362,2026-02-03,Late delivery,11721.86,Rejected
12488,442,2026-04-20,Changed mind,4916.09,Completed
18399,470,2026-06-21,Defective item,1919.26,Completed
8907,445,2025-08-08,Product not as described,11555.52,Requested
13767,159,2025-09-22,Defective item,9170.95,Requested
16958,474,2025-03-18,Wrong item delivered,4931.29,Completed
11510,111,2024-09-01,Quality issue,18213.59,Completed
10063,406,2025-11-02,Size mismatch,482.46,Completed
14941,122,2026-06-07,Quality issue,9856.6,Completed
3363,56,2025-04-29,Product not as described,7649.92,Requested
5235,118,2025-05-27,Changed mind,1988.37,Rejected
10899,320,2025-02-03,Quality issue,22074.77,Completed
17387,151,2026-06-29,Product not as described,13885.47,Approved
7002,9,2024-09-20,Defective item,18225.12,Completed
18302,26,2025-04-11,Product not as described,15810.89,Requested
12817,225,2026-02-14,Quality issue,14668.19,Rejected
9939,497,2025-06-11,Quality issue,3564.33,Completed
7623,77,2025-07-23,Defective item,2062.13,Rejected
15609,99,2025-12-18,Quality issue,4742.88,Completed
13202,151,2026-01-16,Late delivery,4180.28,Completed
10585,276,2026-06-01,Product not as described,9218.99,Rejected
12430,443,2026-01-17,Defective item,14569.32,Requested
7631,219,2026-05-11,Late delivery,20589.36,Completed
19895,137,2026-05-09,Late delivery,18053.94,Completed
1876,305,2026-05-02,Changed mind,9748.29,Completed
94,430,2025-11-06,Defective item,4085.77,Completed
17707,465,2026-05-28,Quality issue,15438.87,Approved
19706,184,2024-07-20,Product not as described,7857.7,Completed
5998,24,2025-11-06,Damaged product,21926.98,Approved
7664,66,2025-07-24,Changed mind,1483,Approved
7101,486,2026-05-16,Quality issue,6153.11,Completed
2742,377,2025-09-30,Quality issue,16469.29,Rejected
10868,73,2026-02-26,Late delivery,22584.14,Rejected
10652,90,2025-01-17,Defective item,20702.94,Completed
8267,336,2026-04-13,Wrong item delivered,12564.85,Completed
4140,263,2024-08-02,Wrong item delivered,19728.53,Approved
8028,422,2024-07-27,Defective item,12601.1,Completed
9631,100,2025-08-07,Damaged product,2347.51,Completed
5416,312,2024-10-18,Damaged product,13867.3,Completed
12128,290,2024-09-04,Quality issue,18379.55,Completed
17926,131,2026-01-03,Damaged product,9962.99,Completed
19960,489,2026-01-16,Damaged product,17089.67,Completed
11653,301,2026-04-25,Changed mind,6852.57,Completed
8989,263,2025-08-09,Quality issue,21744.86,Completed
17926,57,2025-06-01,Size mismatch,12722.92,Completed
16003,232,2026-07-03,Wrong item delivered,20210.24,Approved
398,177,2024-10-17,Product not as described,133.88,Completed
11693,280,2026-04-29,Size mismatch,16137.63,Completed
9507,163,2025-04-10,Quality issue,2930.07,Completed
10623,500,2026-03-22,Product not as described,458.57,Completed
3198,187,2025-01-26,Quality issue,5346.4,Approved
913,275,2024-10-15,Product not as described,12372.91,Rejected
7681,342,2026-01-25,Late delivery,7272.62,Completed
727,336,2026-07-04,Size mismatch,23224.48,Completed
4225,480,2026-06-21,Wrong item delivered,12371.85,Approved
6372,224,2026-01-25,Damaged product,7742.26,Completed
16292,242,2026-05-12,Quality issue,4835.84,Rejected
19290,10,2025-10-23,Product not as described,16126.17,Completed
10503,75,2026-05-29,Product not as described,11916.4,Completed
5990,20,2024-07-17,Quality issue,6959.64,Completed
5587,180,2025-06-23,Defective item,11533.11,Rejected
11575,24,2024-12-15,Late delivery,16353.94,Completed
6046,471,2025-03-01,Changed mind,10946.99,Completed
7643,244,2026-06-08,Product not as described,6899.9,Approved
15607,1,2024-11-02,Size mismatch,6716.54,Completed
1496,403,2025-06-01,Wrong item delivered,12529.18,Rejected
15912,13,2026-06-04,Damaged product,14970.14,Completed
4800,250,2025-05-03,Defective item,17054.27,Completed
8755,87,2026-05-27,Defective item,4920.36,Completed
3181,383,2026-01-06,Size mismatch,12024.06,Approved
11882,190,2025-09-04,Quality issue,11067.65,Completed
13852,46,2024-08-03,Wrong item delivered,10848.65,Completed
11997,252,2026-03-23,Changed mind,4777,Completed
13273,227,2025-07-17,Damaged product,7969.91,Approved
15312,21,2025-02-14,Wrong item delivered,21783.42,Rejected
7103,85,2025-06-18,Size mismatch,16329.85,Completed
3264,394,2025-07-12,Damaged product,24818.26,Rejected
8039,276,2025-06-01,Changed mind,1640.8,Completed
9626,35,2026-01-14,Damaged product,9098.25,Completed
17782,422,2025-07-08,Product not as described,21255.74,Completed
1137,433,2026-06-23,Damaged product,24558.15,Completed
3930,236,2025-03-10,Product not as described,3331,Requested
15732,252,2025-06-23,Product not as described,1473.08,Completed
14399,313,2025-07-01,Damaged product,8901,Rejected
1298,278,2024-07-13,Quality issue,2496.39,Completed
6190,375,2026-06-17,Damaged product,13726.69,Completed
5876,179,2025-08-21,Changed mind,13853.94,Completed
6841,169,2025-03-04,Size mismatch,12075.21,Requested
14002,422,2025-08-15,Product not as described,11508.16,Completed
4476,118,2025-08-03,Damaged product,24625.99,Completed
13446,414,2025-09-28,Late delivery,4287.8,Completed
10279,218,2025-03-27,Size mismatch,16137.87,Completed
19554,266,2026-05-27,Quality issue,11302.85,Requested
19416,222,2024-07-12,Late delivery,12008.87,Completed
12590,470,2025-03-06,Quality issue,12394.98,Approved
8984,321,2025-03-09,Damaged product,13405.5,Requested
6080,71,2025-07-18,Defective item,3453.13,Completed
11316,11,2025-12-20,Changed mind,19128.55,Approved
9406,314,2024-12-11,Damaged product,9465.52,Completed
15003,471,2024-07-15,Quality issue,459.66,Completed
4534,262,2025-02-24,Damaged product,18085.49,Requested
11042,108,2025-10-30,Late delivery,20262.31,Completed
7900,20,2026-02-02,Late delivery,19730.66,Requested
3461,369,2024-08-07,Size mismatch,14301.07,Completed
4661,413,2025-01-26,Product not as described,11240.78,Completed
7797,441,2026-01-29,Wrong item delivered,1348.31,Completed
5653,33,2026-07-02,Late delivery,14665.74,Approved
11482,204,2025-04-14,Changed mind,10284.75,Completed
5414,126,2024-07-29,Late delivery,15240.63,Requested
4903,278,2025-09-17,Product not as described,18305.49,Completed
2158,11,2026-05-24,Defective item,12199.89,Approved
17050,352,2026-07-08,Changed mind,6702.94,Completed
14953,129,2025-08-07,Changed mind,14763.83,Completed
9376,472,2025-08-23,Size mismatch,1272.86,Approved
3347,88,2026-06-23,Quality issue,7474.4,Approved
9526,361,2024-12-23,Wrong item delivered,22736.33,Completed
8095,432,2025-05-14,Quality issue,19168.26,Approved
1260,402,2025-09-22,Quality issue,11192.13,Completed
1449,325,2026-06-21,Changed mind,9800.88,Approved
13654,470,2026-04-03,Wrong item delivered,22953.49,Approved
9046,226,2026-03-21,Size mismatch,14683.77,Completed
10447,348,2026-03-22,Damaged product,9879.54,Completed
11364,368,2024-10-26,Product not as described,17773.99,Approved
19920,488,2025-08-09,Defective item,3470.79,Completed
2944,460,2026-02-12,Defective item,13317.56,Approved
6147,258,2025-02-04,Damaged product,20177.13,Completed
13198,142,2025-04-20,Size mismatch,23012.96,Completed
15258,410,2026-05-25,Damaged product,18313.21,Completed
415,490,2024-12-28,Defective item,12413.93,Rejected
8928,52,2025-01-09,Late delivery,20691.86,Approved
3628,415,2026-01-25,Late delivery,1824.49,Completed
11443,171,2024-09-17,Size mismatch,14026.58,Completed
10326,120,2024-12-22,Product not as described,12977.73,Requested
13472,459,2025-06-02,Product not as described,18961.45,Completed
19039,6,2024-10-24,Wrong item delivered,23918.88,Completed
12798,249,2024-12-30,Changed mind,8503.31,Completed
1601,465,2026-02-07,Late delivery,23061.35,Completed
16573,125,2025-09-01,Changed mind,7952.74,Completed
5658,9,2024-11-25,Late delivery,9001.86,Completed
6381,335,2025-03-25,Damaged product,1161.98,Completed
3068,211,2025-11-02,Size mismatch,19484.04,Completed
10408,79,2024-12-30,Wrong item delivered,15094.21,Rejected
4125,404,2024-07-19,Size mismatch,21737.33,Completed
2895,215,2026-02-28,Quality issue,21735.57,Requested
2912,12,2025-12-22,Quality issue,15141.06,Completed
2410,368,2025-01-13,Late delivery,23130.93,Completed
3878,224,2025-04-02,Quality issue,15748.84,Completed
4935,375,2025-04-14,Defective item,11580.19,Completed
17108,312,2024-08-16,Size mismatch,6580.84,Approved
19985,315,2026-04-16,Damaged product,17135.78,Completed
15648,342,2026-05-07,Damaged product,19155.26,Approved
8736,135,2025-07-28,Size mismatch,15383.62,Completed
6710,170,2025-06-12,Changed mind,23203.08,Requested
15747,297,2025-05-11,Defective item,24714.1,Requested
2014,443,2024-08-16,Wrong item delivered,15461.48,Rejected
16909,75,2024-11-04,Damaged product,15789.44,Completed
13253,36,2024-10-19,Late delivery,2343.79,Completed
8167,418,2026-03-06,Defective item,19388.68,Completed
15347,58,2025-12-02,Quality issue,1611.74,Rejected
16727,499,2024-08-18,Defective item,9894.37,Rejected
18179,171,2024-10-18,Quality issue,2176.4,Completed
4042,305,2025-10-09,Late delivery,2632.71,Rejected
5921,251,2024-12-26,Damaged product,12389.5,Rejected
9352,170,2024-12-26,Wrong item delivered,3084.8,Requested
17270,412,2026-01-20,Quality issue,4249.54,Rejected
14389,316,2026-03-30,Defective item,2563.61,Approved
12730,218,2025-07-30,Changed mind,21986.21,Requested
15010,471,2025-01-15,Product not as described,17707.95,Completed
14795,376,2024-10-22,Defective item,15643.14,Completed
15122,157,2025-08-05,Late delivery,3352.93,Completed
18704,168,2025-09-17,Defective item,10208.89,Requested
9340,393,2026-07-08,Quality issue,297.82,Approved
13755,473,2024-07-25,Wrong item delivered,1302.27,Requested
1498,234,2025-12-13,Changed mind,15491.48,Completed
5107,221,2024-11-03,Wrong item delivered,23377.46,Rejected
5560,10,2025-01-28,Damaged product,5456.16,Completed
13136,153,2024-08-22,Product not as described,21542.16,Approved
12425,392,2025-06-27,Damaged product,5693.83,Rejected
15365,248,2026-07-08,Damaged product,5879.17,Completed
19645,74,2025-12-01,Size mismatch,18246.21,Completed
18713,437,2025-05-26,Changed mind,21990.93,Completed
19707,330,2026-06-12,Defective item,18499.01,Requested
14031,212,2026-02-22,Product not as described,6309.91,Completed
12476,286,2025-09-19,Product not as described,24344.17,Completed
7212,165,2026-01-11,Defective item,11826.94,Rejected
4367,115,2026-06-19,Changed mind,5346.01,Completed
2985,393,2024-09-13,Defective item,964.12,Completed
17436,133,2025-11-26,Wrong item delivered,11957.14,Completed
2232,474,2024-10-05,Defective item,19663.38,Completed
11633,252,2026-04-11,Damaged product,7907.41,Completed
16344,71,2025-12-28,Quality issue,7635.43,Completed
9966,295,2025-07-21,Changed mind,21845.85,Completed
15000,65,2025-08-17,Wrong item delivered,3787.37,Completed
1743,149,2025-10-23,Damaged product,10645.57,Requested
8884,212,2025-10-17,Late delivery,24718.68,Approved
9835,113,2025-08-20,Defective item,1555.66,Completed
13507,261,2025-12-31,Size mismatch,19994.06,Completed
16357,424,2025-07-15,Size mismatch,22255.52,Completed
2040,399,2026-01-18,Product not as described,19773.25,Approved
10557,265,2024-08-31,Size mismatch,6741.12,Completed
18525,135,2024-08-06,Changed mind,5576.15,Completed
10200,142,2026-03-14,Product not as described,2415.3,Completed
17785,92,2024-11-17,Product not as described,13753.57,Rejected
9719,38,2026-03-10,Damaged product,15587.31,Completed
12649,226,2026-05-19,Changed mind,4051.68,Approved
4110,478,2024-07-21,Product not as described,8596.2,Completed
16783,460,2026-06-27,Late delivery,19524.38,Completed
8014,208,2024-07-27,Size mismatch,13172.8,Completed
3890,209,2026-06-20,Product not as described,21203.97,Completed
14645,222,2024-10-31,Product not as described,11494.7,Completed
1740,318,2025-12-15,Size mismatch,1256.75,Approved
17363,469,2024-11-14,Late delivery,7747.65,Completed
14943,244,2024-07-24,Size mismatch,7339.45,Rejected
11452,49,2026-02-16,Damaged product,1984.13,Completed
3284,305,2025-02-16,Damaged product,20343.93,Completed
8585,212,2026-02-07,Size mismatch,22962.6,Completed
7714,188,2026-02-13,Changed mind,21470.16,Completed
14636,25,2025-01-21,Changed mind,2328.05,Completed
18795,404,2025-03-31,Size mismatch,22873.05,Requested
1794,337,2026-03-01,Defective item,12414.65,Rejected
8801,395,2025-01-01,Damaged product,16585.8,Requested
4622,238,2024-08-05,Late delivery,14033.36,Completed
16451,121,2026-06-16,Late delivery,386.28,Requested
14767,170,2026-06-01,Product not as described,20823.21,Completed
1651,125,2024-12-15,Size mismatch,1513.92,Completed
10526,354,2024-12-05,Defective item,5499.56,Completed
19183,240,2025-06-30,Quality issue,17902.65,Approved
5736,191,2025-08-10,Wrong item delivered,13222.03,Approved
10433,376,2026-04-09,Product not as described,13302.01,Completed
8133,213,2024-12-01,Defective item,2789.35,Completed
13970,216,2025-06-01,Changed mind,16084.96,Completed
8302,438,2026-02-22,Product not as described,12627.4,Completed
1944,261,2024-08-31,Late delivery,6801.29,Requested
11335,115,2024-10-15,Size mismatch,18238.05,Completed
17870,218,2026-01-31,Changed mind,4250.47,Requested
7565,42,2025-01-18,Changed mind,17564.89,Completed
5424,374,2025-10-19,Changed mind,24801.45,Completed
19661,385,2026-05-31,Wrong item delivered,6370.06,Rejected
4499,456,2025-06-23,Defective item,9794.8,Completed
1365,204,2025-12-01,Size mismatch,6917.13,Completed
7005,104,2025-03-22,Size mismatch,3178.94,Completed
3642,316,2024-09-14,Wrong item delivered,21433.43,Completed
9190,499,2026-04-30,Product not as described,9076.99,Completed
10041,469,2025-09-20,Quality issue,21485.52,Completed
9726,301,2026-06-01,Product not as described,15914.11,Approved
13429,223,2025-11-08,Defective item,12805.38,Approved
11641,188,2025-07-29,Damaged product,21730.34,Completed
3611,372,2025-02-19,Changed mind,4584.52,Completed
8738,455,2024-07-23,Changed mind,17359.34,Completed
10550,193,2024-07-25,Quality issue,20772.22,Completed
847,468,2024-07-28,Quality issue,12683.21,Requested
8234,6,2026-02-20,Damaged product,5419.82,Completed
11352,98,2025-11-26,Late delivery,11880.9,Approved
7831,330,2025-08-06,Late delivery,18735.84,Completed
10529,56,2025-08-13,Changed mind,14875.91,Completed
74,440,2025-11-29,Product not as described,20339.92,Completed
17879,140,2025-06-02,Late delivery,23646.53,Requested
13678,10,2025-09-15,Wrong item delivered,15113,Completed
10388,137,2026-02-18,Product not as described,566.23,Approved
13813,434,2026-03-05,Product not as described,11352.63,Approved
16768,190,2026-04-07,Damaged product,7675.05,Completed
12468,423,2026-06-29,Size mismatch,18986.63,Approved
3186,370,2024-12-24,Damaged product,24387.22,Completed
58,436,2025-02-19,Defective item,24760.62,Rejected
3259,452,2026-04-24,Quality issue,912.27,Completed
571,27,2026-04-17,Size mismatch,2040.45,Completed
15736,134,2026-01-24,Product not as described,11061.8,Completed
14877,303,2024-12-07,Defective item,22373.63,Completed
15893,284,2025-05-07,Quality issue,10484.5,Completed
1308,441,2026-01-11,Damaged product,16878.65,Completed
7916,493,2024-07-17,Product not as described,19217.97,Completed
16652,368,2026-05-04,Size mismatch,12999.52,Completed
14303,450,2025-07-20,Product not as described,10734.85,Approved
6216,495,2024-12-15,Defective item,10324.72,Approved
1832,243,2024-11-18,Size mismatch,911.06,Rejected
11847,85,2025-09-21,Size mismatch,16285.52,Approved
19594,416,2025-01-23,Changed mind,11732.74,Completed
4558,285,2025-03-14,Changed mind,15985.14,Completed
17738,398,2024-07-28,Product not as described,4354.17,Requested
7001,195,2024-10-24,Defective item,8743.88,Completed
10225,299,2024-08-23,Damaged product,21176.2,Approved
279,471,2025-09-14,Defective item,966.45,Approved
10549,338,2025-04-23,Defective item,19773.59,Completed
3556,417,2026-03-04,Quality issue,3735.74,Completed
13491,252,2024-10-07,Late delivery,4722.5,Completed
8667,94,2026-01-01,Size mismatch,9404.83,Rejected
16289,485,2025-02-20,Size mismatch,13619.56,Completed
18832,143,2025-01-06,Wrong item delivered,7525.9,Completed
7844,368,2026-03-06,Size mismatch,2591.01,Completed
15443,91,2025-10-03,Changed mind,24477.4,Completed
2921,143,2025-09-02,Damaged product,20270.42,Approved
19364,16,2026-03-13,Damaged product,16719.43,Rejected
10841,160,2025-07-27,Defective item,20694.25,Approved
19961,252,2025-08-20,Defective item,21733.67,Completed
6352,191,2024-10-16,Wrong item delivered,16286.4,Requested
7697,498,2026-06-18,Changed mind,3784.21,Rejected
14863,451,2026-07-02,Changed mind,998.42,Completed
11484,488,2026-01-26,Size mismatch,22185.65,Completed
19743,146,2025-10-07,Defective item,11868.33,Approved
7900,14,2025-03-19,Damaged product,18340.93,Requested
11300,432,2025-11-03,Changed mind,8199.51,Completed
9970,493,2025-07-05,Quality issue,19824.18,Completed
3265,58,2026-06-10,Damaged product,18970.24,Completed
18271,458,2025-08-15,Changed mind,19271.37,Requested
14968,31,2024-12-15,Quality issue,12601.46,Completed
15868,500,2025-02-26,Defective item,9789.5,Completed
3260,52,2024-12-07,Product not as described,15997.19,Completed
14491,332,2025-10-25,Damaged product,15411.85,Completed
17021,120,2025-06-24,Quality issue,935.74,Approved
10273,19,2025-01-23,Changed mind,20114.6,Completed
8659,95,2025-05-09,Wrong item delivered,15039.27,Completed
4706,452,2026-01-03,Defective item,3210.22,Rejected
13899,127,2025-05-14,Product not as described,4618.22,Completed
16271,305,2025-07-29,Defective item,9102.77,Requested
12476,498,2024-12-04,Changed mind,16855.1,Requested
4298,375,2025-10-19,Size mismatch,24857.8,Requested
2911,341,2025-03-01,Quality issue,11000.04,Completed
507,334,2025-01-17,Quality issue,5379.61,Completed
